# Beastbound Odyssey R0.01 worktree inventory
# captured_at=2026-08-20T02:26:58+08:00
# local_head=1f22eded5a2c72191d57ac5eb2e4edfbcd75ad91
# origin_main=ddcb4ff770093d0ae1533631f6371b11e1ce4f30
# merge_base=1f22eded5a2c72191d57ac5eb2e4edfbcd75ad91
# ahead_behind=0	4
# scope=union(git status --untracked-files=all, git diff HEAD..origin/main)
# output files phase_489 and this manifest were created after the frozen input snapshot
local_status	remote_delta	origin_mode	origin_blob	worktree_mode	worktree_blob	relation	batch	path
M	no	100644	1bd8b1c17d410ee90fc00195d00399ccc21e51df	100644	6a82080d73efc4460a2326e18383b5bc895aebcc	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-ground-materials-v4-build-manifest.json
??	no	-	-	100644	5988298748dc0597398fbc541809d281e2396769	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-life-training-props-v2-alpha.png
??	no	-	-	100644	b753cf193317aa617ca5f3270005c24e6a697d20	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-life-training-props-v2-manifest.json
??	no	-	-	100644	ca1a046a72607956816df44cb86d86dc8d70d7d7	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-path-edge-autotile-v2-alpha.png
??	no	-	-	100644	a3b7f05d438094a2e1efa9cf44d38887801a0588	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-path-edge-autotile-v2-assembly-manifest.json
??	no	-	-	100644	678651932699a14b07e1960fd6dbc7bf0f7bdf34	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-path-edge-autotile-v2-row-1-alpha.png
??	no	-	-	100644	f8e1a4fbeaa6f898eeb0d6dae081863d61b38bf6	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-path-edge-autotile-v2-row-2-alpha.png
??	no	-	-	100644	6f69020debf1df66f3ce5ee2c5b3158dad2f96a9	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-path-edge-autotile-v2-row-3-alpha.png
??	no	-	-	100644	6136d1733dd016d22f1199cd9ae92be6f74a777c	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-path-edge-autotile-v2-row-4-alpha.png
??	no	-	-	100644	cedf4f9b8cde9e540adf91726e6548b7a1f81b61	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-path-edge-transitions-v1-alpha.png
??	no	-	-	100644	67d651a621194916ca293354041262f5a7f4e704	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-plaza-edge-autotile-v2-alpha.png
??	no	-	-	100644	73c8b873c679f32403ea8bd4f2c03faf96116d06	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-plaza-edge-autotile-v2-assembly-manifest.json
??	no	-	-	100644	0b23afc679476fdd4c3b7a5cfb4d1e973083dd33	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-plaza-edge-autotile-v2-row-1-alpha.png
??	no	-	-	100644	7a49145ba93fa2792871506f0fcbd37e15069090	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-plaza-edge-autotile-v2-row-2-alpha.png
??	no	-	-	100644	f8035913ea349b33515d9397a05401fa9751622c	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-plaza-edge-autotile-v2-row-3-alpha.png
??	no	-	-	100644	37b96c1310ef0c7a49a8fee7e7201710c2c6ee11	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-plaza-edge-autotile-v2-row-4-alpha.png
??	no	-	-	100644	ccddf19eec5f9764c1f4a80c2763a625a7cde571	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/processed/firebud-plaza-edge-transitions-v1-alpha.png
??	no	-	-	100644	2908baa0eecc50b6bdd25389c218c17bc02e24ad	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/prompts/firebud-life-training-props-v2.md
??	no	-	-	100644	85a333abeea3f8c3c5b98e5d56ad9e70b3808f28	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/prompts/firebud-path-edge-autotile-v2.md
??	no	-	-	100644	061f73aff16ccc18db8daa025a87ae23edb3b9f7	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/prompts/firebud-path-edge-transitions-v1.md
??	no	-	-	100644	c3068104245cf4248c1cb7512168c442ef32294a	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/prompts/firebud-plaza-edge-autotile-v2.md
??	no	-	-	100644	0f9ab500789b8cde3a0274db646bd2b76e36fa84	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/prompts/firebud-plaza-edge-transitions-v1.md
M	no	100644	5679d11afa99d88c10b0ea35c3807e8b6eb20682	100644	cda4a8601174d5588a3bbb941b68fec2800ef980	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/provenance.json
??	no	-	-	100644	6259cf2db67690e154ee11ff9b15752ea2c5090a	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-life-training-props-v2-chroma.png
??	no	-	-	100644	efd260811bcc548bde3261957e5d5801b9a6d02e	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-life-training-props-v2.png
??	no	-	-	100644	b0b2bd4733d5fb8eb4c64e6db19986fa9358929c	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-path-edge-autotile-v2-row-1.png
??	no	-	-	100644	859ea3f44ab6c12d8f8b89266853e8e46276c268	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-path-edge-autotile-v2-row-2.png
??	no	-	-	100644	fb62f9c205149dbe218f43144e374ebe985179ee	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-path-edge-autotile-v2-row-3.png
??	no	-	-	100644	e4a46a65b724fb2db6da786fc487985797e445cd	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-path-edge-autotile-v2-row-4.png
??	no	-	-	100644	504f6fe14da7f961cd3902557fd04a2595363060	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-path-edge-transitions-v1.png
??	no	-	-	100644	ed15d2155ec85cfa2ccb659a33eb5cb34bd93a0d	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-plaza-edge-autotile-v2-row-1-rejected-raised-slab.png
??	no	-	-	100644	997a8a698ab4df1100e811ded858186bb6f864ba	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-plaza-edge-autotile-v2-row-1.png
??	no	-	-	100644	4f5e49d9843fa9c5f4330265b40a98914e2249d7	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-plaza-edge-autotile-v2-row-2.png
??	no	-	-	100644	a972247028b6fb476d1e1635aa7db2dd4cd387d7	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-plaza-edge-autotile-v2-row-3.png
??	no	-	-	100644	3d7a03f948fe576ed55c86ee45bdef60bcc23f9e	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-plaza-edge-autotile-v2-row-4.png
??	no	-	-	100644	5ae1da53a4382beddb801938060a1bb475303b1b	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/raw/firebud-plaza-edge-transitions-v1.png
??	no	-	-	100644	ac2aae93bdf9f2a20137f6e9004ed680454e71ef	local_only	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/tools/assemble_surface_autotile_sheet.py
M	no	100644	3d2f89a697548943115516620474b8ca04d18f2c	100644	391fc597792d74563f72f1197f9212629a601aaa	differs_from_origin	firebud_v2_owner_candidate	client/godot/assets/maps/firebud_region_visual_v2/source/tools/build_ground_atlas_v4.py
??	yes	100644	c7b98675a8671d9d0df8d6deb9c5e299b277ef68	100644	c7b98675a8671d9d0df8d6deb9c5e299b277ef68	published_identical	published_origin_main	client/godot/assets/pets/blue_man_dragon_water10/source/portrait/identity-evidence-transition-ledger.json
??	yes	100644	396888dec0cd3827b64d278fa7ab250cca42a1d0	100644	396888dec0cd3827b64d278fa7ab250cca42a1d0	published_identical	published_origin_main	client/godot/assets/pets/novice_tiger_mount/source/portrait/identity-evidence-transition-ledger.json
??	yes	100644	292b9ffce669f66514ba156e6d75a4a9e889d7b8	100644	292b9ffce669f66514ba156e6d75a4a9e889d7b8	published_identical	published_origin_main	client/godot/assets/pets/rebirth_beast_earth_lv50/source/portrait/identity-evidence-transition-ledger.json
M	no	100644	383bfd049c478f9f536a75aa9abc22650998ce71	100644	8720db6daa0fdf37e25b80b75f37d37cf07b31e1	differs_from_origin	bui_charge_feedback_owner_candidate	client/godot/data/battle_actions.json
M	no	100644	fa9c3a0a176294aa4227307a6279233a5ff2915e	100644	78ab3910c98992f79c90faa0639a7777f9d0ac50	differs_from_origin	firebud_v2_owner_candidate	client/godot/data/firebud_training_map.json
M	no	100644	3a82dbe3b29be8233ad71e5ac85b2f5e83c39331	100644	66440b174665c37a2d268be9982d9fb0531af86b	differs_from_origin	firebud_v2_owner_candidate	client/godot/data/firebud_village_gate_map.json
??	yes	100644	d9d5c963126bcaff0a9222835071e09020dfde3d	100644	d9d5c963126bcaff0a9222835071e09020dfde3d	published_identical	published_origin_main	client/godot/scenes/qa/AudioAmbienceOwnerReview.tscn
M	yes	100644	d164243e4be69209be53ee6221d1e3986be2f142	100644	d164243e4be69209be53ee6221d1e3986be2f142	published_identical	published_origin_main	client/godot/scripts/audio/game_audio_manager_check.gd
M	yes	100644	21ed197f05553e98946a52bda03acef3df262e38	100644	21ed197f05553e98946a52bda03acef3df262e38	published_identical	published_origin_main	client/godot/scripts/audio/game_audio_manager.gd
M	no	100644	0faf7f028d48a0a985a6730eca2e1fed972eb334	100644	2dc1fd5b043d68b6babd6285c82e5aaf9d7b3aec	differs_from_origin	bui_charge_feedback_owner_candidate	client/godot/scripts/battle/battle_action_catalog.gd
??	no	-	-	100644	5ed9deae96f6af51cb0bbf6e454ff283b16beb3f	local_only	bui_charge_feedback_owner_candidate	client/godot/scripts/battle/battle_skill_feedback_asset_catalog.gd
??	no	-	-	100644	025d1b26a12d593c8d62233686856aeb2c6f59cb	local_only	bui_charge_feedback_owner_candidate	client/godot/scripts/battle/battle_skill_feedback_presentation_model.gd
??	no	-	-	100644	d8054aad8bb32a87c87996cc942e1884c1cfc2a5	local_only	bui_charge_feedback_owner_candidate	client/godot/scripts/battle/battle_skill_feedback_renderer.gd
M	no	100644	f4329d687f4e6185d03f9091d008870834b38a5c	100644	9f7c31fd4cf1db2498c602b0511d2f539cb07895	differs_from_origin	bui_charge_feedback_owner_candidate	client/godot/scripts/battle/pet_battle_review_model.gd
M	yes	100644	0c57f46ae95b4d73ab00ca25b0845ce75ad13247	100644	f8cc20b1d21f5527a34e41e4490c9b72534dc84b	differs_from_origin	mixed_candidate_wiring	client/godot/scripts/main.gd
??	yes	100644	6c64b65d851ce342b660f6e7d173afe3392b4c37	100644	6c64b65d851ce342b660f6e7d173afe3392b4c37	published_identical	published_origin_main	client/godot/scripts/qa/audio_ambience_owner_review.gd
M	yes	100644	39d5ec23d03117d225bbffdba606a678538dd7e9	100644	39d5ec23d03117d225bbffdba606a678538dd7e9	published_identical	published_origin_main	client/godot/scripts/qa/audio_main_runtime_check.gd
M	yes	100644	40d3dda3ee1fe8b62831bc89318934ae92907209	100644	40d3dda3ee1fe8b62831bc89318934ae92907209	published_identical	published_origin_main	client/godot/scripts/qa/audio_runtime_check.gd
M	yes	100644	2983287212fd33fd83a37c3c1b23973bb01836ec	100644	e52c29fb70da0900f0141bce0356b14d81a37a31	differs_from_origin	mixed_candidate_wiring	client/godot/scripts/qa/auto_check_coordinator.gd
??	no	-	-	100644	af33eefb830f7be1095cf2fdf29382b381b6b651	local_only	firebud_v2_owner_candidate	client/godot/scripts/qa/firebud_village_service_layout_check.gd
M	no	100644	0c67c4775ec76330b9658401e8a5344f18e6dcd4	100644	90060f3631b8011b88e41ef9b3bb2f0c07f7e563	differs_from_origin	firebud_v2_owner_candidate	client/godot/scripts/qa/map_visual_review_capture.gd
M	yes	100644	a0d9d06faa25a98bc2a21f002ff10cf0cec83697	100644	c29067fb3853b1f2ad82354c0e22d54ca9125900	differs_from_origin	firebud_v2_owner_candidate	client/godot/scripts/qa/map_visual_review_catalog_check.gd
M	no	100644	994e60f73652488aa97cc602b8b76f98ab3cdc2d	100644	8dd7faed4ca520ea97f9bc6b74d104c88d2001ac	differs_from_origin	firebud_v2_owner_candidate	client/godot/scripts/qa/map_visual_runtime_check.gd
M	no	100644	e068050eee113951196d89c5e03773af07bc3321	100644	b9d944d1235c873317d6fa154bae78c42d3953f2	differs_from_origin	bui_charge_feedback_owner_candidate	client/godot/scripts/qa/pet_battle_review_lab_check.gd
M	no	100644	1ebf344511b255da5de7630afba7ed7dc0363309	100644	dd23070c06aae74868ed02a83dc3acd9811233af	differs_from_origin	bui_charge_feedback_owner_candidate	client/godot/scripts/qa/pet_battle_review_lab.gd
M	no	100644	e5c203f7b16adda46bc57ecb17de2be1decca9bc	100644	c3103cd0892d953cf65d3b58a7f5fb97196b4f76	differs_from_origin	firebud_v2_owner_candidate	client/godot/scripts/qa/world_depth_layer_check.gd
M	yes	100644	399ffc38966f8ada560eb081ccffc983654a47f2	100644	5b91c48aac7ef906841d9283e4da59bef9920211	differs_from_origin	firebud_v2_owner_candidate	client/godot/scripts/world/map_visual_catalog.gd
M	no	100644	690d010aa4d79070396e158cab24d0d00dc0933b	100644	c6fc67365706a5fd04b63425a158326e452e9831	differs_from_origin	firebud_v2_owner_candidate	client/godot/scripts/world/map_visual_renderer.gd
M	yes	100644	c7aa9832301e97d3c3ce4cc0a1cf29ca7384259d	100644	c7aa9832301e97d3c3ce4cc0a1cf29ca7384259d	published_identical	published_origin_main	client/godot/scripts/world/world_overlay_layer.gd
??	no	-	-	100644	d57ea32ee613f0369bb20cda3c51eedc74a1775e	local_only	firebud_v2_owner_candidate	docs/phase_470_firebud_village_service_layout_owner_candidate.md
??	yes	100644	9300d7582f9dd548eb0fc6c142c1ceb97d28c4c0	100644	9300d7582f9dd548eb0fc6c142c1ceb97d28c4c0	published_identical	published_origin_main	docs/phase_475_formal_map_ambience.md
??	no	-	-	100644	0aa45ab8e26353a3f9699efd02d3dd4dacedf53e	local_only	worktree_triage_record	docs/phase_476_current_worktree_triage.md
??	yes	100644	e0a0353c7a7c7d2edb140ac807c853b5555b198f	100644	e0a0353c7a7c7d2edb140ac807c853b5555b198f	published_identical	published_origin_main	docs/phase_477_current_art_director_audit_and_quest_marker_hierarchy.md
??	no	-	-	100644	7bb2d4aca3ae391e480982dc2733113f7bed4a7c	local_only	firebud_v2_owner_candidate	docs/phase_478_firebud_lived_in_redesign_candidate.md
??	no	-	-	100644	a96ce28ab3c19e38218dd8a4c8713b3aeb7a0020	local_only	fusion_release_readiness_record	docs/phase_479_fusion_release_readiness_audit.md
??	yes	100644	0d3daf54599fc2594eebdd19dd341cb2535245ba	100644	0d3daf54599fc2594eebdd19dd341cb2535245ba	published_identical	published_origin_main	docs/phase_480_pet_portrait_identity_evidence_transition_closure.md
??	no	-	-	100644	382317dffc19871236b9623110520e293aad134c	local_only	firebud_v2_owner_candidate	docs/phase_481_firebud_lived_in_owner_candidate.md
??	no	-	-	100644	1223389f93acbbed33ccb93837aec48700b3e315	local_only	bui_charge_feedback_owner_candidate	docs/phase_487_bui_charge_skill_feedback_owner_candidate.md
clean	yes	100644	e9be9a831839b568425c63326ad1e0ad99ecb44f	-	-	missing_vs_origin	remote_origin_only_pending_r0_02	docs/phase_488_surface_transition_autotile_contract.md
??	no	-	-	100644	5e629d2c9a310d90aa5ea1185f68b02dd3fa502a	local_only	release_loop_control	production_release_loop_plan.md
M	no	100644	c909acb0ac36691ae84ad1bedff87dd2594792de	100644	8abe401791876f3082807b53cb48089943217620	differs_from_origin	bui_charge_feedback_owner_candidate	server/node/test/auth-battle-room.test.js
M	yes	100644	63446ae15cfc9e1c20f2d83b44b9f0c157c6bb19	100644	4539be0fb2eef998dd929ec48eedd9db1d36a8bb	differs_from_origin	mixed_shared_roadmap	stoneage_gap_plan.md
M	yes	100644	15346b4d40b8a3cad784df0d5dad6d2a0f27c794	100644	15346b4d40b8a3cad784df0d5dad6d2a0f27c794	published_identical	published_origin_main	tools/audit_pet_portrait_catalog.py
M	no	100644	8e9e9de76a7342c36dd3ff6f5ebfd1453c99ad9d	100644	932505909b8449b6057b637a5355064c7cd713e8	differs_from_origin	bui_charge_feedback_owner_candidate	tools/battle_action_catalog_check.mjs
M	yes	100644	eefd614df3ab304989ef75f71dcd6b7785c9b41c	100644	eefd614df3ab304989ef75f71dcd6b7785c9b41c	published_identical	published_origin_main	tools/build_pet_portrait.py
M	no	100644	25a17206c3e44cf8ca159afb73ae02b7f9340ad4	100644	314ac7b3a5f62ad003217010338c6555a5eb4083	differs_from_origin	firebud_v2_owner_candidate	tools/godot_qa_user_data_lane.py
??	no	-	-	100644	af10c6dde67da4198460312d4249b3c4d5dace91	local_only	firebud_v2_owner_candidate	tools/install_firebud_computer_use_evidence.py
M	no	100644	a0ecfa65d9d0a59be83f498295c35e7719a20a7d	100644	5c6b2a68af8248ed0152c9b77f46d6ec34625488	differs_from_origin	firebud_v2_owner_candidate	tools/map_visual_evidence_builder.py
M	yes	100644	1cd8bfd10220256c0f75160f291720ccfa112ceb	100644	1cd8bfd10220256c0f75160f291720ccfa112ceb	published_identical	published_origin_main	tools/pet_identity_replay_contract.py
M	no	100644	88b5fc2b7789a41e55cabec1d7df00ec8310234d	100644	e0dd85414c35710c7941c97aea680036ac39c3e0	differs_from_origin	firebud_v2_owner_candidate	tools/record_map_visual_action_captures.py
M	no	100644	914e5d9b9f097edcd7acaa6a393d528ac82f798c	100644	6dfcb32e1f68f040ef24cd9156b96d83644f8ff4	differs_from_origin	firebud_v2_owner_candidate	tools/run_map_visual_performance_evidence.py
??	no	-	-	100644	07739ee9ca7abf8ff187986dbd562aea47e2c5f7	local_only	firebud_v2_owner_candidate	tools/test/test_assemble_firebud_surface_autotile_sheet.py
M	yes	100644	a382562296f3eb73c7f65eab885c877207bfb036	100644	a382562296f3eb73c7f65eab885c877207bfb036	published_identical	published_origin_main	tools/test/test_audit_pet_portrait_catalog.py
M	no	100644	f5a6e9c07aab2410fa9fbe9ab1e77e03765e5143	100644	936dc5851dc8bb22e55a289513a07e5d4ca5aeaf	differs_from_origin	firebud_v2_owner_candidate	tools/test/test_build_firebud_ground_atlas_v4.py
M	yes	100644	52a75ef5fb0ca535f8bc22eeac7d71df6d24a4e6	100644	52a75ef5fb0ca535f8bc22eeac7d71df6d24a4e6	published_identical	published_origin_main	tools/test/test_build_pet_portrait.py
??	no	-	-	100644	1a394eeee8a6f9af6decd8c775592440c15ec26d	local_only	firebud_v2_owner_candidate	tools/test/test_install_firebud_computer_use_evidence.py
M	no	100644	98801243fcf5478cc5375487f6f1ff6ebdf0a33d	100644	38e45f839282feaff9df1bd013bd31735455aa2c	differs_from_origin	firebud_v2_owner_candidate	tools/test/test_map_visual_evidence_builder.py
M	no	100644	5b0c36d222f9d373a77bd2a6308f6abbfccc1f43	100644	f5b4282f29bc1cd6062145b4c00d3043dad29cac	differs_from_origin	firebud_v2_owner_candidate	tools/test/test_record_map_visual_action_captures.py
M	no	100644	45d310b80821ee58909ca0f434fe7fdf3f4ff5b3	100644	eb710ac1f5912cdbed9b9e67b7f8698df800d490	differs_from_origin	firebud_v2_owner_candidate	tools/test/test_run_map_visual_performance_evidence.py
